WAFER_ID,WAFER_SEQ,CHAMBER,STAGE,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER,PAD_GROOVE_DEPTH_UM,PRESS_DOWNFORCE_Z1,PRESS_DOWNFORCE_Z2,PRESS_DOWNFORCE_Z3,PRESS_RETAINING_RING,ROTATION_TABLE_RPM,ROTATION_HEAD_RPM,FLOW_RATE_SLURRY,CURRENT_TABLE_MOTOR,TEMP_PAD,CONDITIONER_DOWNFORCE,RemovalRate,IS_SYNTHETIC
W2_0256,256,Chamber 2,Stage B,256,37.6,775.5,2.398,2.314,2.274,3.254,65.14,59.56,160.09,16.16,32.3,8.59,1006.9,True
W2_0257,257,Chamber 2,Stage A,257,37.7,772.2,3.769,3.71,3.645,5.111,91.91,86.13,219.66,18.93,40.75,8.49,2248.2,True
W2_0258,258,Chamber 2,Stage A,258,37.8,773.2,3.746,3.743,3.658,5.08,91.39,86.61,222.83,19.03,41.59,8.13,2219.3,True
W2_0259,259,Chamber 2,Stage A,259,37.9,777.5,3.766,3.673,3.68,5.038,92.1,86.35,217.1,19.2,41.83,8.36,2242.6,True
W2_0260,260,Chamber 2,Stage B,260,38.0,771.1,2.408,2.325,2.292,3.254,64.92,60.38,156.94,16.22,32.09,8.28,967.6,True
W2_0261,261,Chamber 2,Stage A,261,38.1,769.3,3.798,3.744,3.65,5.123,92.47,85.48,221.07,19.13,40.64,8.25,2229.3,True
W2_0262,262,Chamber 2,Stage A,262,38.2,765.8,3.767,3.715,3.625,5.149,91.6,86.53,216.65,19.16,41.64,8.38,2216.2,True
W2_0263,263,Chamber 2,Stage A,263,38.3,773.2,3.775,3.691,3.731,5.117,91.23,86.6,221.22,19.01,41.15,8.39,2196.6,True
W2_0264,264,Chamber 2,Stage B,264,38.4,764.8,2.387,2.397,2.342,3.19,65.41,59.74,156.27,16.29,32.22,8.44,1021.4,True
W2_0265,265,Chamber 2,Stage A,265,38.5,770.6,3.775,3.745,3.654,5.004,92.17,86.16,220.04,18.91,41.15,8.63,2230.3,True
W2_0266,266,Chamber 2,Stage A,266,38.6,762.6,3.77,3.701,3.627,5.136,91.57,86.17,221.69,18.99,40.79,8.58,2212.9,True
W2_0267,267,Chamber 2,Stage A,267,38.7,757.7,3.807,3.755,3.706,5.082,92.43,85.97,219.74,19.11,41.02,8.27,2223.6,True
W2_0268,268,Chamber 2,Stage B,268,38.8,761.3,2.388,2.355,2.256,3.168,65.14,59.68,162.15,16.25,32.65,8.53,973.6,True
W2_0269,269,Chamber 2,Stage A,269,38.9,757.5,3.815,3.718,3.69,5.119,92.01,86.01,218.13,19.31,41.94,8.51,2220.9,True
W2_0270,270,Chamber 2,Stage A,270,39.0,755.7,3.822,3.742,3.638,5.146,92.19,85.6,220.34,19.26,41.62,8.18,2209.4,True
W2_0271,271,Chamber 2,Stage A,271,39.1,750.5,3.843,3.766,3.647,5.137,92.44,85.4,219.35,19.12,41.79,8.7,2224.1,True
W2_0272,272,Chamber 2,Stage B,272,39.2,752.7,2.41,2.328,2.273,3.137,65.49,59.84,160.31,16.11,31.62,8.5,973.4,True
W2_0273,273,Chamber 2,Stage A,273,39.3,747.4,3.776,3.776,3.679,5.17,91.95,86.61,219.56,19.24,41.62,8.5,2217.3,True
W2_0274,274,Chamber 2,Stage A,274,39.4,744.3,3.819,3.745,3.636,5.051,91.92,86.25,223.61,19.22,40.99,8.32,2212.1,True
W2_0275,275,Chamber 2,Stage A,275,39.5,749.7,3.817,3.712,3.611,5.085,92.69,86.15,220.22,19.19,41.42,8.46,2209.1,True
W2_0276,276,Chamber 2,Stage B,276,39.6,744.2,2.401,2.323,2.286,3.141,65.81,60.35,158.34,16.1,32.57,8.46,988.9,True
W2_0277,277,Chamber 2,Stage A,277,39.7,742.3,3.825,3.721,3.595,5.117,91.61,86.03,222.87,18.96,40.66,8.24,2200.4,True
W2_0278,278,Chamber 2,Stage A,278,39.8,742.3,3.812,3.705,3.655,5.169,91.71,86.31,220.1,19.08,41.23,8.66,2196.5,True
W2_0279,279,Chamber 2,Stage A,279,39.9,740.7,3.816,3.687,3.691,5.037,91.73,85.96,220.82,18.69,40.37,8.74,2196.7,True
W2_0280,280,Chamber 2,Stage B,280,40.0,739.1,2.448,2.356,2.335,3.269,64.83,59.44,160.55,16.46,32.37,8.28,980.4,True
W2_0281,281,Chamber 2,Stage A,281,40.1,737.1,3.806,3.723,3.635,5.15,91.63,85.52,222.49,19.06,41.6,8.61,2201.4,True
W2_0282,282,Chamber 2,Stage A,282,40.2,729.3,3.769,3.779,3.678,5.124,92.29,85.84,221.66,18.99,41.19,8.14,2206.7,True
W2_0283,283,Chamber 2,Stage A,283,40.3,733.8,3.855,3.76,3.642,5.11,92.41,86.79,221.91,18.95,40.81,8.83,2227.0,True
W2_0284,284,Chamber 2,Stage B,284,40.4,729.1,2.395,2.376,2.341,3.164,64.76,60.33,159.06,16.3,32.0,8.38,991.7,True
W2_0285,285,Chamber 2,Stage A,285,40.5,728.0,3.823,3.707,3.69,5.124,92.27,86.3,218.74,19.23,41.42,8.19,2198.6,True
W2_0286,286,Chamber 2,Stage A,286,40.6,730.2,3.86,3.68,3.67,5.101,91.87,85.87,218.39,19.27,41.81,8.59,2173.5,True
W2_0287,287,Chamber 2,Stage A,287,40.7,732.3,3.865,3.713,3.637,5.102,91.8,84.9,220.81,18.79,40.74,8.37,2170.2,True
W2_0288,288,Chamber 2,Stage B,288,40.8,729.3,2.358,2.306,2.312,3.297,64.37,60.16,161.16,16.23,32.43,8.19,980.2,True
W2_0289,289,Chamber 2,Stage A,289,40.9,711.9,3.803,3.71,3.619,5.128,92.23,85.87,215.6,19.18,41.03,8.69,2194.8,True
W2_0290,290,Chamber 2,Stage A,290,41.0,718.9,3.813,3.681,3.663,5.136,92.25,85.8,216.25,19.01,41.55,8.43,2190.2,True
W2_0291,291,Chamber 2,Stage A,291,41.1,718.7,3.811,3.709,3.653,5.175,91.51,85.73,220.37,19.17,41.36,8.86,2165.2,True
W2_0292,292,Chamber 2,Stage B,292,41.2,717.0,2.379,2.35,2.262,3.236,65.6,59.76,159.52,16.27,32.24,8.24,963.5,True
W2_0293,293,Chamber 2,Stage A,293,41.3,721.8,3.815,3.723,3.657,5.141,92.45,86.27,220.39,19.22,41.74,8.73,2158.0,True
W2_0294,294,Chamber 2,Stage A,294,41.4,716.5,3.804,3.722,3.656,5.113,92.09,85.76,222.55,19.07,40.69,8.48,2173.9,True
W2_0295,295,Chamber 2,Stage A,295,41.5,710.1,3.769,3.676,3.667,5.204,91.59,86.64,220.57,19.11,40.47,8.5,2147.5,True
W2_0296,296,Chamber 2,Stage B,296,41.6,714.1,2.43,2.296,2.258,3.239,65.12,60.19,159.4,16.15,31.98,8.88,963.9,True
W2_0297,297,Chamber 2,Stage A,297,41.7,705.8,3.836,3.679,3.641,5.152,92.23,86.0,221.08,19.12,41.93,8.38,2149.5,True
W2_0298,298,Chamber 2,Stage A,298,41.8,708.4,3.82,3.685,3.638,5.153,91.97,86.1,217.87,19.02,40.73,8.59,2159.9,True
W2_0299,299,Chamber 2,Stage A,299,41.9,708.3,3.777,3.715,3.648,5.061,91.81,86.16,217.45,19.34,41.1,8.67,2152.5,True
W2_0300,300,Chamber 2,Stage B,300,42.0,709.6,2.385,2.38,2.316,3.199,64.53,59.42,160.38,16.16,32.16,8.59,951.7,True
W2_0301,301,Chamber 2,Stage A,301,42.1,704.1,3.785,3.728,3.616,5.147,91.82,86.42,221.55,18.9,40.81,8.43,2139.9,True
W2_0302,302,Chamber 2,Stage A,302,42.2,708.0,3.81,3.728,3.639,5.177,92.03,86.28,216.45,19.09,40.76,7.91,2155.6,True
W2_0303,303,Chamber 2,Stage A,303,42.3,693.8,3.812,3.729,3.673,5.148,91.82,86.43,217.78,18.94,40.64,8.55,2189.8,True
W2_0304,304,Chamber 2,Stage B,304,42.4,700.4,2.382,2.377,2.314,3.249,64.62,59.76,162.49,16.14,32.12,8.49,975.3,True
W2_0305,305,Chamber 2,Stage A,305,42.5,696.2,3.869,3.694,3.673,5.064,92.06,86.39,215.86,19.08,40.76,8.47,2184.3,True
W2_0306,306,Chamber 2,Stage A,306,42.6,692.7,3.806,3.727,3.648,5.076,92.44,86.12,220.79,18.88,40.89,8.38,2132.8,True
W2_0307,307,Chamber 2,Stage A,307,42.7,689.0,3.816,3.704,3.617,5.089,91.82,85.86,224.33,19.05,41.66,8.66,2120.0,True
W2_0308,308,Chamber 2,Stage B,308,42.8,689.2,2.44,2.336,2.266,3.218,64.9,60.11,160.5,16.26,32.01,8.38,968.8,True
W2_0309,309,Chamber 2,Stage A,309,42.9,691.4,3.783,3.742,3.622,5.111,92.22,86.82,221.21,19.15,40.94,8.57,2151.1,True
W2_0310,310,Chamber 2,Stage A,310,43.0,695.4,3.803,3.735,3.639,5.133,91.51,85.87,222.78,18.9,41.53,8.55,2120.0,True
W2_0311,311,Chamber 2,Stage A,311,43.1,685.4,3.801,3.717,3.612,5.152,92.22,85.56,219.72,19.18,40.69,8.45,2144.0,True
W2_0312,312,Chamber 2,Stage B,312,43.2,680.2,2.394,2.348,2.281,3.218,64.89,60.65,161.89,16.25,31.82,8.64,971.2,True
W2_0313,313,Chamber 2,Stage A,313,43.3,682.8,3.819,3.794,3.68,5.201,92.09,86.39,218.56,19.33,41.53,8.62,2157.1,True
W2_0314,314,Chamber 2,Stage A,314,43.4,678.5,3.803,3.693,3.655,5.044,92.42,86.02,218.96,19.08,41.13,8.37,2125.9,True
W2_0315,315,Chamber 2,Stage A,315,43.5,679.5,3.82,3.702,3.65,5.136,92.12,86.34,217.47,19.2,41.37,8.21,2166.0,True
W2_0316,316,Chamber 2,Stage B,316,43.6,674.5,2.347,2.282,2.286,3.23,65.52,60.35,160.45,16.23,31.92,8.37,947.5,True
W2_0317,317,Chamber 2,Stage A,317,43.7,673.3,3.82,3.737,3.616,5.091,92.28,85.91,223.18,19.0,40.82,8.58,2121.8,True
W2_0318,318,Chamber 2,Stage A,318,43.8,676.3,3.821,3.749,3.666,5.206,91.78,86.67,218.2,18.84,40.34,8.35,2152.5,True
W2_0319,319,Chamber 2,Stage A,319,43.9,665.7,3.764,3.712,3.637,5.041,91.61,85.69,222.87,19.19,40.6,8.53,2127.1,True
W2_0320,320,Chamber 2,Stage B,320,44.0,675.3,2.379,2.367,2.323,3.206,64.88,59.76,160.22,16.12,32.25,8.68,937.3,True
W2_0321,321,Chamber 2,Stage A,321,44.1,675.8,3.828,3.75,3.609,5.107,92.33,86.02,217.85,19.13,41.29,8.57,2138.4,True
W2_0322,322,Chamber 2,Stage A,322,44.2,666.7,3.802,3.747,3.692,5.142,91.9,85.32,219.83,19.1,41.47,8.62,2095.6,True
W2_0323,323,Chamber 2,Stage A,323,44.3,668.9,3.791,3.715,3.667,5.229,92.05,85.91,219.48,18.99,40.69,8.52,2121.8,True
W2_0324,324,Chamber 2,Stage B,324,44.4,666.4,2.413,2.299,2.323,3.206,64.56,59.56,160.87,15.98,31.88,8.47,940.6,True
W2_0325,325,Chamber 2,Stage A,325,44.5,667.4,3.827,3.777,3.607,5.127,91.89,86.17,220.43,19.1,40.5,8.45,2130.3,True
W2_0326,326,Chamber 2,Stage A,326,44.6,656.6,3.791,3.704,3.616,5.148,91.58,86.74,217.38,19.2,41.6,8.54,2091.0,True
W2_0327,327,Chamber 2,Stage A,327,44.7,666.1,3.823,3.769,3.635,5.073,91.02,85.61,219.77,19.05,41.21,8.74,2097.3,True
W2_0328,328,Chamber 2,Stage B,328,44.8,659.2,2.406,2.289,2.284,3.197,64.78,60.23,159.79,16.46,31.98,8.49,924.2,True
W2_0329,329,Chamber 2,Stage A,329,44.9,659.0,3.792,3.728,3.661,5.152,91.7,85.55,225.01,19.06,40.62,8.43,2100.3,True
W2_0330,330,Chamber 2,Stage A,330,45.0,650.3,3.718,3.729,3.614,5.146,91.59,85.66,219.45,18.72,40.16,8.34,2092.3,True
W2_0331,331,Chamber 2,Stage A,331,45.1,652.0,3.795,3.747,3.63,5.089,92.09,86.45,217.66,18.85,40.22,8.48,2097.2,True
W2_0332,332,Chamber 2,Stage B,332,45.2,654.2,2.358,2.354,2.336,3.185,64.75,60.2,162.42,16.2,32.1,8.28,903.0,True
W2_0333,333,Chamber 2,Stage A,333,45.3,656.6,3.846,3.727,3.617,5.104,92.71,86.36,221.28,18.98,40.72,8.55,2125.7,True
W2_0334,334,Chamber 2,Stage A,334,45.4,647.8,3.834,3.681,3.655,5.167,92.25,85.75,225.83,19.11,40.57,8.31,2087.6,True
W2_0335,335,Chamber 2,Stage A,335,45.5,647.2,3.832,3.723,3.638,5.158,92.11,86.41,222.58,19.12,41.13,8.55,2109.0,True
W2_0336,336,Chamber 2,Stage B,336,45.6,634.6,2.436,2.397,2.259,3.241,64.72,59.88,160.81,16.13,31.46,8.6,953.2,True
W2_0337,337,Chamber 2,Stage A,337,45.7,647.8,3.836,3.74,3.687,5.12,91.18,86.17,222.55,18.91,40.73,8.64,2090.9,True
W2_0338,338,Chamber 2,Stage A,338,45.8,644.4,3.764,3.697,3.615,5.055,92.06,86.46,219.63,19.01,41.58,8.27,2073.5,True
W2_0339,339,Chamber 2,Stage A,339,45.9,643.4,3.849,3.708,3.608,5.162,92.32,86.0,218.88,19.08,40.84,8.65,2072.6,True
W2_0340,340,Chamber 2,Stage B,340,46.0,641.0,2.392,2.339,2.303,3.242,65.36,60.24,159.69,16.23,31.98,8.61,934.1,True
W2_0341,341,Chamber 2,Stage A,341,46.1,641.5,3.789,3.712,3.707,5.177,91.7,86.23,220.24,19.07,41.3,8.56,2091.7,True
W2_0342,342,Chamber 2,Stage A,342,46.2,634.6,3.807,3.728,3.657,5.125,92.0,85.77,218.5,18.83,40.1,8.35,2087.1,True
W2_0343,343,Chamber 2,Stage A,343,46.3,633.4,3.729,3.771,3.681,5.152,92.76,85.61,223.78,19.05,40.59,8.36,2096.1,True
W2_0344,344,Chamber 2,Stage B,344,46.4,634.8,2.421,2.355,2.288,3.212,65.32,59.74,161.83,16.35,32.12,8.68,937.5,True
W2_0345,345,Chamber 2,Stage A,345,46.5,631.6,3.831,3.716,3.653,5.064,92.06,86.2,221.03,19.12,40.46,8.66,2085.4,True
W2_0346,346,Chamber 2,Stage A,346,46.6,634.7,3.798,3.699,3.697,5.104,91.55,85.82,216.0,18.81,40.64,8.4,2087.0,True
W2_0347,347,Chamber 2,Stage A,347,46.7,627.8,3.823,3.718,3.652,5.054,91.95,85.66,221.39,19.01,40.39,8.89,2077.3,True
W2_0348,348,Chamber 2,Stage B,348,46.8,623.5,2.378,2.359,2.267,3.193,65.26,59.59,161.08,16.26,32.0,8.29,926.1,True
W2_0349,349,Chamber 2,Stage A,349,46.9,619.2,3.804,3.741,3.677,5.17,91.93,85.94,224.7,18.87,40.57,8.64,2078.7,True
W2_0350,350,Chamber 2,Stage A,350,47.0,615.0,3.788,3.778,3.665,5.005,92.49,86.44,219.28,19.1,40.52,8.61,2087.5,True
W2_0351,351,Chamber 2,Stage A,351,47.1,616.6,3.798,3.722,3.684,5.131,91.83,86.42,220.24,19.14,41.33,8.39,2079.9,True
W2_0352,352,Chamber 2,Stage B,352,47.2,621.2,2.384,2.352,2.298,3.304,65.09,60.34,160.02,16.23,32.07,8.66,911.1,True
W2_0353,353,Chamber 2,Stage A,353,47.3,624.0,3.799,3.709,3.681,5.067,91.83,86.41,220.63,18.88,40.97,8.49,2065.5,True
W2_0354,354,Chamber 2,Stage A,354,47.4,612.7,3.78,3.714,3.632,5.126,91.77,86.19,220.39,18.82,40.24,8.62,2060.9,True
W2_0355,355,Chamber 2,Stage A,355,47.5,613.2,3.827,3.76,3.618,5.105,91.79,87.05,219.14,18.81,40.15,8.75,2063.2,True
W2_0356,356,Chamber 2,Stage B,356,47.6,617.2,2.379,2.327,2.339,3.301,65.38,60.21,160.19,16.05,31.98,8.43,909.9,True
W2_0357,357,Chamber 2,Stage A,357,47.7,606.9,3.857,3.736,3.681,5.118,91.46,86.24,221.14,18.89,41.08,8.51,2061.1,True
W2_0358,358,Chamber 2,Stage A,358,47.8,609.6,3.803,3.691,3.627,5.095,91.9,85.41,220.17,19.08,41.14,8.69,2050.9,True
W2_0359,359,Chamber 2,Stage A,359,47.9,603.1,3.801,3.747,3.636,5.036,92.2,85.55,218.08,18.98,40.29,8.5,2067.4,True
W2_0360,360,Chamber 2,Stage B,360,48.0,606.1,2.438,2.305,2.368,3.219,65.06,59.24,159.88,16.11,31.82,8.53,937.7,True
W2_0361,361,Chamber 2,Stage A,361,48.1,604.6,3.846,3.708,3.635,5.171,91.35,85.51,222.19,18.61,40.59,8.32,2043.6,True
W2_0362,362,Chamber 2,Stage A,362,48.2,596.6,3.716,3.716,3.661,5.148,92.36,85.85,221.43,18.64,39.76,8.4,2051.7,True
W2_0363,363,Chamber 2,Stage A,363,48.3,599.1,3.808,3.716,3.645,5.198,91.82,86.24,220.08,19.35,41.11,8.48,2056.7,True
W2_0364,364,Chamber 2,Stage B,364,48.4,610.6,2.449,2.297,2.288,3.18,65.16,59.55,160.87,16.14,31.98,8.47,894.6,True
W2_0365,365,Chamber 2,Stage A,365,48.5,599.1,3.785,3.657,3.623,5.067,92.33,86.13,220.8,18.89,40.4,8.44,2041.5,True
W2_0366,366,Chamber 2,Stage A,366,48.6,595.7,3.815,3.739,3.675,5.144,92.14,86.48,218.67,18.69,40.48,8.37,2064.6,True
W2_0367,367,Chamber 2,Stage A,367,48.7,592.8,3.834,3.704,3.642,5.186,92.55,85.73,220.36,19.14,40.8,8.54,2015.9,True
W2_0368,368,Chamber 2,Stage B,368,48.8,586.7,2.413,2.366,2.345,3.3,64.89,60.52,158.57,16.33,32.71,8.64,918.4,True
W2_0369,369,Chamber 2,Stage A,369,48.9,599.0,3.809,3.691,3.624,5.07,91.82,85.99,220.55,18.97,40.93,8.41,2028.2,True
W2_0370,370,Chamber 2,Stage A,370,49.0,584.8,3.81,3.713,3.602,5.119,92.09,85.84,216.67,19.01,41.57,8.37,2034.6,True
W2_0371,371,Chamber 2,Stage A,371,49.1,584.4,3.842,3.731,3.676,5.044,92.27,86.0,221.7,19.08,40.67,8.64,2048.2,True
W2_0372,372,Chamber 2,Stage B,372,49.2,582.8,2.372,2.308,2.289,3.295,65.07,59.79,161.61,16.25,31.83,8.38,873.6,True
W2_0373,373,Chamber 2,Stage A,373,49.3,586.6,3.751,3.716,3.684,5.105,91.8,86.35,222.14,19.16,40.58,8.49,2058.3,True
W2_0374,374,Chamber 2,Stage A,374,49.4,591.4,3.737,3.707,3.666,5.109,92.51,86.24,218.59,18.79,40.29,8.5,2040.9,True
W2_0375,375,Chamber 2,Stage A,375,49.5,583.8,3.757,3.666,3.641,5.054,92.02,86.3,222.99,18.89,39.88,8.53,2009.8,True
W2_0376,376,Chamber 2,Stage B,376,49.6,575.6,2.379,2.339,2.26,3.125,64.56,59.37,160.67,15.8,31.44,8.42,910.9,True
W2_0377,377,Chamber 2,Stage A,377,49.7,579.3,3.788,3.68,3.677,5.137,91.67,85.84,223.36,18.71,40.23,8.49,2008.3,True
W2_0378,378,Chamber 2,Stage A,378,49.8,582.7,3.833,3.657,3.614,5.101,92.0,85.94,219.76,18.85,40.52,8.56,2001.1,True
W2_0379,379,Chamber 2,Stage A,379,49.9,568.4,3.847,3.752,3.557,5.209,92.32,86.8,222.47,19.26,41.44,8.74,2030.3,True
W2_0380,380,Chamber 2,Stage B,380,50.0,571.2,2.391,2.364,2.306,3.178,64.35,59.7,161.62,16.21,32.35,8.74,870.3,True
W2_0381,381,Chamber 2,Stage A,381,50.1,572.5,3.792,3.709,3.65,5.152,92.34,85.89,216.19,18.88,41.01,8.43,2019.3,True
W2_0382,382,Chamber 2,Stage A,382,50.2,568.3,3.801,3.752,3.628,5.101,92.0,85.74,221.02,18.98,40.67,8.39,2003.4,True
W2_0383,383,Chamber 2,Stage A,383,50.3,565.8,3.803,3.73,3.648,5.215,91.6,85.97,216.85,18.77,40.12,8.56,2009.5,True
W2_0384,384,Chamber 2,Stage B,384,50.4,561.9,2.382,2.395,2.313,3.212,64.9,60.66,159.53,16.11,31.72,8.4,887.4,True
W2_0385,385,Chamber 2,Stage A,385,50.5,561.5,3.775,3.742,3.637,5.12,92.51,86.52,219.44,18.83,40.58,8.41,2007.7,True
W2_0386,386,Chamber 2,Stage A,386,50.6,559.9,3.777,3.734,3.609,5.18,91.79,85.94,217.33,19.01,40.38,8.5,1993.4,True
W2_0387,387,Chamber 2,Stage A,387,50.7,558.0,3.779,3.742,3.687,5.144,92.28,86.24,222.84,18.9,41.23,8.21,2001.3,True
W2_0388,388,Chamber 2,Stage B,388,50.8,561.9,2.378,2.338,2.311,3.283,65.43,59.66,158.31,16.26,32.03,8.7,892.2,True
W2_0389,389,Chamber 2,Stage A,389,50.9,554.8,3.79,3.732,3.603,5.096,91.73,85.85,218.15,18.72,40.13,8.42,1959.0,True
W2_0390,390,Chamber 2,Stage A,390,51.0,555.4,3.81,3.708,3.627,5.126,92.14,85.43,221.1,18.85,40.5,8.38,1971.8,True
W2_0391,391,Chamber 2,Stage A,391,51.1,550.2,3.849,3.683,3.699,5.117,92.01,85.57,218.46,18.78,40.2,8.42,2027.5,True
W2_0392,392,Chamber 2,Stage B,392,51.2,558.0,2.403,2.359,2.272,3.274,64.84,59.0,161.32,16.07,31.87,8.33,895.8,True
W2_0393,393,Chamber 2,Stage A,393,51.3,552.9,3.781,3.748,3.625,5.242,91.72,86.41,221.69,18.62,40.28,8.55,1992.0,True
W2_0394,394,Chamber 2,Stage A,394,51.4,549.2,3.804,3.635,3.61,5.093,92.12,86.12,219.66,18.8,40.24,8.6,1975.1,True
W2_0395,395,Chamber 2,Stage A,395,51.5,552.0,3.855,3.739,3.619,5.142,92.3,85.76,222.18,18.63,39.89,8.56,2003.0,True
W2_0396,396,Chamber 2,Stage B,396,51.6,551.3,2.406,2.402,2.299,3.271,65.32,59.96,161.56,16.2,31.51,8.41,902.1,True
W2_0397,397,Chamber 2,Stage A,397,51.7,545.8,3.824,3.715,3.613,5.152,92.44,86.3,222.17,18.87,40.2,8.47,1986.7,True
W2_0398,398,Chamber 2,Stage A,398,51.8,547.0,3.796,3.72,3.625,5.177,92.03,85.93,218.51,18.88,41.13,8.3,1986.7,True
W2_0399,399,Chamber 2,Stage A,399,51.9,541.2,3.804,3.772,3.655,5.059,92.15,86.1,218.79,18.67,40.35,8.59,1976.9,True
W2_0400,400,Chamber 2,Stage B,400,52.0,548.7,2.413,2.357,2.282,3.215,64.55,59.91,162.15,16.15,32.43,8.5,878.8,True
W2_0401,401,Chamber 2,Stage A,401,52.1,531.2,3.843,3.674,3.66,5.13,92.33,85.7,218.32,18.73,40.59,8.4,1967.2,True
W2_0402,402,Chamber 2,Stage A,402,52.2,537.5,3.83,3.762,3.638,5.115,92.18,86.59,220.82,18.77,39.76,8.4,1981.9,True
W2_0403,403,Chamber 2,Stage A,403,52.3,523.3,3.783,3.692,3.613,5.208,92.36,86.69,221.08,19.06,40.95,8.44,1968.0,True
W2_0404,404,Chamber 2,Stage B,404,52.4,529.4,2.448,2.367,2.314,3.237,65.07,59.76,161.23,16.18,32.14,8.3,895.7,True
W2_0405,405,Chamber 2,Stage A,405,52.5,531.3,3.771,3.731,3.668,5.036,92.21,85.78,219.61,18.81,40.5,8.3,1961.8,True
W2_0406,406,Chamber 2,Stage A,406,52.6,525.8,3.815,3.737,3.646,5.185,92.39,86.17,220.11,19.05,41.02,8.6,1961.4,True
W2_0407,407,Chamber 2,Stage A,407,52.7,523.8,3.779,3.753,3.601,5.15,92.15,86.47,220.36,18.73,39.8,8.3,1960.7,True
W2_0408,408,Chamber 2,Stage B,408,52.8,516.9,2.444,2.312,2.344,3.299,65.36,59.72,160.68,16.19,32.05,8.31,866.7,True
W2_0409,409,Chamber 2,Stage A,409,52.9,520.1,3.769,3.757,3.636,5.122,92.26,86.72,222.65,18.92,40.58,8.35,1972.2,True
W2_0410,410,Chamber 2,Stage A,410,53.0,524.2,3.829,3.721,3.645,5.175,92.13,85.53,219.35,19.04,40.75,8.6,1953.3,True
W2_0411,411,Chamber 2,Stage A,411,53.1,520.7,3.699,3.711,3.671,5.11,91.81,85.58,222.01,18.91,40.07,8.58,1930.2,True
W2_0412,412,Chamber 2,Stage B,412,53.2,520.0,2.382,2.342,2.329,3.144,65.71,60.19,159.92,16.1,31.48,8.64,901.6,True
W2_0413,413,Chamber 2,Stage A,413,53.3,521.1,3.814,3.706,3.663,5.214,92.4,85.97,221.35,19.07,41.03,8.59,1957.0,True
W2_0414,414,Chamber 2,Stage A,414,53.4,514.5,3.789,3.696,3.64,5.126,91.34,86.34,214.47,19.02,40.82,8.91,1942.4,True
W2_0415,415,Chamber 2,Stage A,415,53.5,520.4,3.806,3.72,3.645,5.139,91.47,86.02,220.33,18.81,40.68,8.52,1946.3,True
W2_0416,416,Chamber 2,Stage B,416,53.6,513.6,2.398,2.358,2.301,3.302,64.9,60.51,159.79,16.27,31.89,8.37,833.7,True
W2_0417,417,Chamber 2,Stage A,417,53.7,519.4,3.786,3.692,3.631,5.101,91.98,85.45,220.63,18.98,40.66,8.7,1947.2,True
W2_0418,418,Chamber 2,Stage A,418,53.8,508.9,3.785,3.702,3.672,5.165,92.31,86.76,220.02,18.76,40.81,8.56,1947.5,True
W2_0419,419,Chamber 2,Stage A,419,53.9,505.4,3.781,3.702,3.632,5.062,91.69,86.78,221.47,18.82,41.36,8.64,1918.0,True
W2_0420,420,Chamber 2,Stage B,420,54.0,502.5,2.386,2.343,2.291,3.251,65.01,59.71,155.65,16.01,31.64,8.35,854.3,True
W2_0421,421,Chamber 2,Stage A,421,54.1,505.9,3.796,3.692,3.623,5.065,91.94,85.65,221.81,18.86,40.04,8.56,1933.1,True
W2_0422,422,Chamber 2,Stage A,422,54.2,499.8,3.848,3.738,3.675,5.137,92.27,85.68,219.08,19.06,40.82,8.55,1928.8,True
W2_0423,423,Chamber 2,Stage A,423,54.3,507.6,3.807,3.702,3.749,5.156,91.97,85.79,219.04,18.88,40.42,8.5,1965.5,True
W2_0424,424,Chamber 2,Stage B,424,54.4,498.0,2.408,2.312,2.32,3.318,65.55,60.29,162.84,16.23,31.76,8.51,889.3,True
W2_0425,425,Chamber 2,Stage A,425,54.5,494.3,3.774,3.727,3.641,5.162,91.82,86.69,217.42,18.8,39.6,8.69,1924.8,True
W2_0426,426,Chamber 2,Stage A,426,54.6,500.1,3.75,3.724,3.677,5.159,92.02,86.19,219.95,18.69,39.83,8.29,1938.6,True
W2_0427,427,Chamber 2,Stage A,427,54.7,494.8,3.818,3.716,3.607,5.151,92.21,85.04,218.33,18.84,40.09,8.4,1909.3,True
W2_0428,428,Chamber 2,Stage B,428,54.8,494.8,2.379,2.333,2.272,3.259,65.23,59.69,163.04,16.0,31.8,8.45,859.2,True
W2_0429,429,Chamber 2,Stage A,429,54.9,478.9,3.801,3.705,3.647,5.104,91.88,86.34,220.37,18.71,40.19,8.59,1915.0,True
W2_0430,430,Chamber 2,Stage A,430,55.0,490.6,3.782,3.722,3.665,5.117,92.14,85.13,219.89,18.83,39.83,8.25,1917.3,True
W2_0431,431,Chamber 2,Stage A,431,55.1,481.6,3.799,3.703,3.632,5.151,91.45,86.24,219.22,18.88,40.13,8.62,1894.7,True
W2_0432,432,Chamber 2,Stage B,432,55.2,486.6,2.369,2.425,2.322,3.336,65.33,59.7,159.24,16.04,31.78,8.59,915.0,True
W2_0433,433,Chamber 2,Stage A,433,55.3,480.4,3.79,3.727,3.641,5.136,92.51,85.95,217.67,18.92,40.65,8.48,1918.2,True
W2_0434,434,Chamber 2,Stage A,434,55.4,484.6,3.763,3.724,3.658,5.111,91.81,85.76,219.95,18.83,39.71,8.14,1890.7,True
